"","Player","Nation","Age","Pos","Born","Squad","Comp","MP","Starts","Min","90s","CrdY","CrdR","npxG+xAG","G+A.1","G-PK.1","G+A-PK","xG+xAG","Gls.y","Sh.x","SoT%","SoT/90","G/Sh","G/SoT","Dist","FK.x","PKatt.y","xG.y","npxG.y","npxG/Sh","G-xG","np:G-xG","Cmp%","TotDist.x","PrgDist.x","Cmp.1","Att.1","Cmp%.1","Cmp.2","Att.2","Cmp%.2","Cmp.3","Att.3","Cmp%.3","Ast.y","xAG.y","xA","A-xAG","KP","1/3.x","PPA","CrsPA","PrgP.y","Att.y","Live.x","Dead","FK.y","TB","Sw","Crs","TI","CK","In","Out","Str","Cmp.y","Off","Blocks.x","SCA","PassLive","PassDead","TO","Sh.y","Fld","Def","GCA90","PassLive.1","PassDead.1","TO.1","Sh.1","Fld.1","Def.1","Tkl","TklW","Def 3rd.x","Mid 3rd.x","Att 3rd.x","Tkl.1","Att.x.x","Tkl%","Lost","Blocks.y","Sh","Pass","Int","Tkl+Int","Clr","Err","Def Pen","Def 3rd.y","Mid 3rd.y","Att 3rd.y","Att Pen","Live.y","Att.y.y","Succ","Succ%","Tkld","Tkld%","Carries","TotDist.y","PrgDist.y","PrgC.y","1/3.y","CPA","Mis","Dis","Rec","PrgR.y"
"29","Carlos Akapo","EQG",28,"DF",1993,"Cádiz","es La Liga",25,21,1844,20.5,0.2,0,0.04,0,0,0,0.04,0,0.49,10,0.05,0,0,19.8,0,0,0.02,0.02,0.05,-0.02,-0.02,73.4,498.6,191.2,14.2,16.6,85.3,12,15.7,76.4,2.54,5.32,47.7,0,0.01,0.05,-0.01,0.34,1.85,0.68,0.54,2.49,40.6,32.8,7.71,0.88,0.05,0.15,2.2,6.83,0,0,0,0,29.8,0.1,0.98,1.27,0.83,0.2,0.05,0.05,0.15,0,0.05,0.05,0,0,0,0,0,2.1,1.51,1.27,0.73,0.1,1.02,1.8,56.8,0.78,1.27,0.34,0.93,2.49,4.59,2.98,0,4.29,19.7,22.2,11.5,0.44,52.9,1.02,0.59,57.1,0.44,42.9,21.8,123.3,66.9,1.71,1.8,0.2,1.32,0.44,22.7,2.54
"30","Nathan Aké","NED",26,"DF",1995,"Manchester City","eng Premier League",14,10,923,10.3,0,0,0.12,0.2,0.2,0.2,0.12,0.19,0.49,40,0.2,0.4,1,7.3,0,0,0.07,0.07,0.13,0.13,0.13,90.7,1281.6,440.2,36.2,38.7,93.5,37.3,40.4,92.3,2.82,4.08,69,0,0.06,0.05,-0.06,0.19,6.12,0.29,0,5.53,85.2,81.2,3.98,1.46,0.1,0.19,0.1,2.52,0,0,0,0,77.3,0.1,0.49,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.87,0.68,0.78,0.1,0.58,0.78,75,0.19,0.68,0.49,0.19,0.78,2.33,2.23,0,5.44,32.2,51,10,0.97,92.8,0.19,0,0,0.19,100,65.7,323.6,209.5,1.17,1.17,0,0.39,0.29,71.9,0.78
"31","Paul Akouokou","CIV",23,"MF",1997,"Betis","es La Liga",8,6,516,5.7,0.35,0.18,0.02,0,0,0,0.03,0,0.35,0,0,0,0,22.8,0,0,0,0,0.02,0,0,87.4,828.8,239.1,24.9,27.4,91,21.2,23.9,89,2.98,4.21,70.8,0,0.02,0.05,-0.02,0.53,5.61,0.35,0.18,5.26,57,56.1,0.7,0.7,0,0.53,0.18,0,0,0,0,0,49.8,0.18,0.7,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,2.46,1.58,0.88,1.23,0.35,1.4,2.11,66.7,0.7,1.05,0,1.05,1.93,4.39,1.05,0,2.11,12.6,45.3,8.25,0.53,66,1.4,1.05,75,0.35,25,34.2,135.8,58.4,0.53,0,0,0.35,0.88,46.8,0.88
"32","Kevin Akpoguma","NGA",26,"DF",1995,"Hoffenheim","de Bundesliga",26,19,1527,17,0.29,0,0.22,0.24,0.12,0.24,0.22,0.12,0.71,33.3,0.24,0.17,0.5,12.8,0,0,0.07,0.07,0.1,0.05,0.05,75.4,675.2,274.5,19.5,22.6,86.5,17,21.1,80.7,3.06,6.53,46.8,0.12,0.15,0.12,-0.04,0.65,3.35,0.65,0.12,5.12,53.9,43.6,10.1,0.76,0,0.41,1.82,9.35,0,0,0,0,40.6,0.18,1.41,1.88,1.35,0.06,0.18,0.18,0.12,0,0.12,0.06,0,0,0.06,0,0,1.94,1.12,0.94,0.65,0.35,0.94,1.65,57.1,0.71,1.88,0.12,1.76,1.18,3.12,1.71,0.12,3.18,21.4,30.9,15.1,2,67,2.76,1.24,44.7,1.53,55.3,33.4,161.5,83.5,2.12,1,0.65,1.76,0.53,36.9,2.35
"33","David Alaba","AUT",29,"DF",1992,"Real Madrid","es La Liga",30,30,2642,29.4,0.07,0,0.13,0.17,0.07,0.17,0.13,0.07,0.71,33.3,0.24,0.1,0.29,21.8,0.24,0,0.05,0.05,0.09,0.01,0.01,90.9,1006.3,370.9,28.3,29.6,95.5,27.3,29.2,93.6,3.47,5.48,63.4,0.1,0.07,0.1,0.03,0.71,4.86,0.51,0.1,5.24,66.9,64.2,2.52,1.16,0.14,0.07,1.36,1.16,0.1,0.1,0,0,60.8,0.2,0.31,1.53,1.26,0.07,0.03,0.14,0,0.03,0.27,0.24,0,0,0.03,0,0,0.78,0.44,0.51,0.2,0.07,0.31,0.65,47.4,0.34,0.88,0.51,0.37,0.75,1.53,2.38,0.03,6.8,31,34,9.69,1.39,74.5,0.34,0.14,40,0.2,60,52,287.2,171.4,1.36,1.16,0.17,0.61,0.1,57.9,2.59
"34","Tomás Alarcón","CHI",22,"MF",1999,"Cádiz","es La Liga",23,16,1425,15.8,0.32,0,0.14,0.06,0,0.06,0.14,0,0.95,13.3,0.13,0,0,24.1,0,0,0.07,0.07,0.07,-0.07,-0.07,69.6,504.9,150.9,10.1,12.2,82.4,8.8,11.7,75.1,5.19,9.05,57.3,0.06,0.07,0.09,-0.01,0.89,2.59,0.44,0.25,3.48,36.2,31.8,4.11,1.84,0.13,0.95,4.05,0.19,2.09,0.89,0.89,0,25.2,0.25,1.14,1.77,0.89,0.76,0.06,0,0,0.06,0.13,0,0.13,0,0,0,0,1.96,1.27,1.08,0.63,0.25,0.63,1.96,32.3,1.33,1.2,0.44,0.76,1.9,3.86,1.96,0,3.48,13.9,23.4,10.4,0.57,47.3,0.51,0.25,50,0.25,50,20.9,84.1,30.5,0.38,0.51,0.13,0.95,0.63,22.8,0.82
"35","Lucas Alario","ARG",28,"FW",1992,"Leverkusen","de Bundesliga",27,5,655,7.3,0.27,0,0.85,0.82,0.82,0.82,0.96,0.82,3.01,59.1,1.79,0.27,0.46,11.7,0,0.14,0.82,0.71,0.24,0,0.11,67.3,190.7,35.2,9.32,12.6,73.9,4.11,6.03,68.2,0.41,0.82,50,0,0.14,0.21,-0.14,0.96,0.68,0.68,0,1.37,23.4,21.8,1.64,0,0.14,0.14,0.14,0.27,0,0,0,0,15.8,0,1.23,3.7,2.33,0,0.82,0.27,0.27,0,0.55,0.41,0,0.14,0,0,0,0.82,0.68,0,0.27,0.55,0.27,0.68,40,0.41,0.68,0,0.68,0.14,0.96,0.82,0,0.82,2.33,15.5,18.4,5.89,35.6,1.92,1.64,85.7,0.27,14.3,21,87,33.6,0.82,0.68,0.41,4.11,1.78,27.4,6.03
"36","Jordi Alba","ESP",32,"DF",1989,"Barcelona","es La Liga",30,30,2644,29.4,0.37,0,0.3,0.41,0.07,0.41,0.29,0.07,1.05,19.4,0.2,0.06,0.33,23.2,0.03,0,0.05,0.05,0.05,0.02,0.02,83.5,1237.8,431.9,41.4,45.2,91.6,29.5,33.8,87.2,5.24,9.29,56.4,0.34,0.24,0.2,0.1,1.97,7.21,2.04,0.61,9.9,95.1,82.2,12.4,3.27,0.44,0.41,4.12,9.12,0.03,0,0,0,79.4,0.48,1.29,3.03,2.79,0.1,0,0.07,0.07,0,0.48,0.44,0,0,0.03,0,0,1.6,1.16,0.41,0.88,0.31,0.92,1.6,57.4,0.68,0.88,0.2,0.68,1.12,2.72,1.39,0.03,2.79,22.7,50,30.9,2.31,103.1,0.75,0.2,27.3,0.54,72.7,59.1,195.7,106.6,1.6,1.77,0.31,0.85,0.14,72.9,7.24
"37","Luis Alberto","ESP",28,"MF",1992,"Lazio","it Serie A",34,27,2353,26.1,0.19,0,0.43,0.54,0.19,0.54,0.42,0.19,1.8,34,0.61,0.11,0.31,21,0.08,0,0.13,0.13,0.07,0.07,0.07,82.5,957.9,316.2,34.3,37.8,90.9,21.2,24.2,87.6,4.41,9,48.9,0.34,0.3,0.26,0.05,2.49,9,1.69,0.19,8.54,75.5,67.1,8.08,3.14,0.69,0.34,5.48,0.46,3.98,1.8,1.53,0,62.3,0.31,1.11,4.6,3.18,1,0.11,0.11,0.19,0,0.61,0.23,0.27,0.04,0.08,0,0,1.11,0.65,0.31,0.42,0.38,0.31,1.99,15.4,1.69,1.23,0.15,1.07,0.5,1.61,0.27,0,0.61,9.92,46.6,27.9,1.15,83.4,1.69,1.03,61.4,0.65,38.6,51.5,260.4,153.2,3.22,3.41,0.27,1.11,0.88,64.4,3.41
"38","Raúl Albiol","ESP",35,"DF",1985,"Villarreal","es La Liga",28,28,2465,27.4,0.29,0,0.02,0,0,0,0.02,0,0.18,20,0.04,0,0,7.5,0,0,0.01,0.01,0.08,-0.01,-0.01,85.8,1023.8,353.4,13,14.3,90.6,28.5,31,91.8,6.79,10.1,67.1,0,0,0.01,0,0.15,2.3,0.04,0,3.28,56.9,54.8,2.08,2.01,0,0.44,0.11,0.04,0,0,0,0,48.9,0.04,0.44,0.36,0.33,0,0,0.04,0,0,0.07,0.04,0,0,0.04,0,0,0.95,0.55,0.73,0.18,0.04,0.51,0.66,77.8,0.15,0.88,0.55,0.33,0.77,1.72,4.6,0.04,9.23,34.6,29.9,1.39,0.33,65.7,0.15,0.11,75,0.04,25,38.5,219.1,122,0.4,0.15,0,0.26,0.22,42.6,0
"39","Marc Albrighton","ENG",31,"FW",1989,"Leicester City","eng Premier League",17,11,1132,12.6,0.24,0,0.2,0.24,0.08,0.24,0.2,0.08,0.32,25,0.08,0.25,1,16.3,0,0,0.04,0.04,0.12,0.04,0.04,62.2,408.9,161.9,17.5,20.5,85.3,6.83,11.5,59.3,2.06,7.46,27.7,0.16,0.16,0.08,0,0.87,1.83,0.63,0.48,2.06,44.3,35.9,8.02,1.19,0.16,0.24,6.19,3.81,2.94,2.14,0.48,0,27.5,0.4,2.14,1.51,0.95,0.32,0,0,0.24,0,0.16,0.16,0,0,0,0,0,2.46,1.51,1.27,0.71,0.48,0.79,3.73,21.3,2.94,1.19,0.24,0.95,1.11,3.57,1.59,0,2.78,13.2,24,19.3,0.95,56,3.17,1.19,37.5,1.98,62.5,28.3,128.3,54.8,1.67,1.11,0.16,1.67,0.63,31.5,4.44
"40","Paco Alcácer","ESP",27,"FW",1993,"Villarreal","es La Liga",18,10,787,8.7,0.11,0,0.63,0.46,0.11,0.46,0.63,0.11,2.07,38.9,0.8,0.06,0.14,13.4,0.11,0,0.45,0.45,0.22,-0.33,-0.33,70.3,166,22.6,8.39,11.4,73.7,2.87,3.79,75.8,0.57,0.92,62.5,0.34,0.18,0.14,0.16,0.8,0.46,0.57,0,1.15,20.1,17.4,2.53,0,0.23,0.23,0.11,0.23,0,0,0,0,14.1,0.23,0.57,1.72,1.38,0,0.11,0.23,0,0,0.69,0.57,0,0.11,0,0,0,1.03,0.34,0.23,0.46,0.34,0.11,0.57,20,0.46,0.8,0,0.8,0.69,1.72,0.11,0,0.23,2.41,11.1,15.5,4.6,29.1,1.15,0.57,50,0.57,50,14.3,38.5,15.4,0.46,0.34,0.34,2.18,0.8,18.6,5.17
"41","Thiago Alcántara","ESP",30,"MF",1991,"Liverpool","eng Premier League",25,17,1534,17,0.12,0,0.25,0.29,0.06,0.29,0.25,0.06,1.47,24,0.35,0.04,0.17,19.3,0,0,0.11,0.11,0.08,-0.05,-0.05,88.9,1455.1,420.6,33.7,36.7,91.8,34.9,37.6,92.8,8.82,11.2,78.9,0.24,0.14,0.1,0.1,1.71,12.4,1.53,0.06,12.6,88.7,87.5,1.06,0.59,0.24,1,0.24,0.24,0.06,0,0.06,0,78.8,0.12,0.76,3.94,3.35,0,0.06,0.41,0.06,0.06,0.35,0.35,0,0,0,0,0,2.82,1.71,0.82,1.41,0.59,0.59,2.47,23.8,1.88,1.29,0.12,1.18,1.53,4.35,0.76,0.12,1.88,14.5,65.1,21.3,1.18,100,1.88,1.18,62.5,0.71,37.5,61.1,294.3,140.8,1.41,2.53,0.06,0.94,0.76,75.2,2.65
"42","Rubén Alcaraz","ESP",30,"MF",1991,"Cádiz","es La Liga",14,12,1105,12.3,0.57,0,0.19,0.16,0.16,0.16,0.18,0.16,1.87,26.1,0.49,0.09,0.33,23.1,0.41,0,0.11,0.11,0.06,0.06,0.06,83.4,857,265.6,20.1,21.7,92.5,16.3,18.4,88.9,7.4,11.2,65.9,0,0.07,0.1,-0.07,1.14,6.91,0.98,0.24,7.07,54.2,50.7,3.5,2.76,0.24,1.3,1.87,0.16,0.57,0.08,0.24,0,45.2,0.08,1.06,3.17,2.28,0.41,0.08,0.16,0.24,0,0.08,0.08,0,0,0,0,0,3.33,1.63,1.14,1.95,0.24,1.79,3.66,48.9,1.87,0.81,0.16,0.65,1.06,4.39,1.14,0,1.46,12.4,41.7,12.7,1.46,65.6,1.38,0.89,64.7,0.49,35.3,37.2,203.8,109.2,2.11,0.81,0.08,1.71,0.89,42.8,1.71
"43","Omar Alderete","PAR",24,"DF",1996,"Valencia","es La Liga",29,28,2403,26.7,0.56,0,0.04,0.07,0.07,0.07,0.04,0.07,0.67,27.8,0.19,0.11,0.4,16.7,0,0,0.03,0.03,0.05,0.04,0.04,60.4,516.8,254.9,5.73,7.49,76.5,10.3,14.2,73,5.28,13.1,40.3,0,0,0.02,0,0.15,2.92,0.26,0,3.33,36,33.7,2.13,1.95,0,1.54,0.15,0.07,0,0,0,0,21.7,0.19,0.22,0.64,0.52,0.04,0.04,0,0,0.04,0.07,0.07,0,0,0,0,0,1.99,1.27,1.27,0.64,0.07,1.27,1.99,64.2,0.71,1.12,0.67,0.45,1.31,3.3,5.73,0,6.93,24.6,22.3,2.1,0.94,48.4,0.52,0.49,92.9,0.04,7.1,22,128.1,83.1,0.64,0.52,0.07,0.71,0.15,20.4,0.11
"44","Iván Alejo","ESP",26,"MF",1995,"Cádiz","es La Liga",20,11,1065,11.8,0.59,0,0.27,0.34,0.17,0.34,0.27,0.17,1.02,33.3,0.34,0.17,0.5,21.5,0,0,0.12,0.12,0.12,0.05,0.05,58.7,265.2,101.2,8.73,10.9,79.8,4.58,7.2,63.5,1.95,6.44,30.3,0.17,0.15,0.18,0.02,1.69,1.61,1.95,1.95,2.12,27.9,27,0.76,0.25,0,0.17,8.22,0.51,0,0,0,0,16.4,0.08,1.53,3.22,2.8,0.08,0.25,0.08,0,0,0.34,0.25,0,0.08,0,0,0,2.8,1.27,1.78,0.85,0.17,1.27,3.73,34.1,2.46,1.02,0,1.02,0.68,3.47,1.44,0,1.78,9.24,15.6,19.6,1.78,43.5,3.64,1.27,34.9,2.37,65.1,25.4,247.7,124.7,5.34,2.71,0.51,3.39,1.44,27.9,7.46
"45","Carles Aleñá","ESP",23,"MF",1998,"Getafe","es La Liga",33,30,2320,25.8,0.23,0.04,0.12,0.12,0.04,0.12,0.12,0.04,1.78,30.4,0.54,0.02,0.07,24.2,0,0,0.07,0.07,0.04,-0.03,-0.03,78.6,449.8,95.1,12.8,14.8,86.4,10.3,12,86.1,2.4,4.11,58.5,0.08,0.05,0.05,0.03,0.78,2.56,0.54,0.19,3.14,33.7,32.1,1.51,0.93,0.08,0.39,1.71,0.08,0.43,0.19,0.19,0,26.5,0.12,0.97,2.48,1.94,0.08,0.08,0.16,0.23,0,0.16,0.16,0,0,0,0,0,1.05,0.74,0.43,0.5,0.12,0.35,1.86,18.8,1.51,0.81,0.08,0.74,0.58,1.63,0.62,0,0.35,5.31,24.6,12.9,0.54,42.4,1.36,0.66,48.6,0.7,51.4,25.6,124.6,51.3,1.28,1.05,0.04,1.74,1.24,30.2,2.52
"46","Trent Alexander-Arnold","ENG",22,"DF",1998,"Liverpool","eng Premier League",32,32,2853,31.7,0.06,0,0.45,0.44,0.06,0.44,0.46,0.06,1.61,29.4,0.47,0.04,0.13,24,0.25,0,0.08,0.08,0.05,-0.01,-0.01,74,1265.4,494.7,26.5,30.4,87.2,25.6,33.1,77.4,10.9,20.1,54.1,0.38,0.38,0.41,0,2.84,7.73,2.68,0.79,8.42,87,69.5,17.3,2.93,0.54,2.18,8.61,10.2,4.13,0.91,2.81,0,64.3,0.16,1.07,5.05,3.03,1.67,0.09,0.22,0.03,0,0.57,0.41,0.13,0,0.03,0,0,1.26,0.73,0.6,0.41,0.25,0.85,1.89,45,1.04,0.69,0.13,0.57,1.36,2.62,1.26,0,2.24,19,43.7,33.8,2.62,95.8,1.23,0.6,48.7,0.63,51.3,47.4,179.4,89.1,1.67,1.74,0.44,1.29,0.6,59.8,6.34
"47","Mohamed Ali Cho","FRA",17,"FW",2004,"Angers","fr Ligue 1",32,21,1837,20.4,0.29,0.1,0.45,0.24,0.2,0.24,0.44,0.2,2.06,35.7,0.73,0.1,0.27,15.3,0,0,0.31,0.31,0.15,-0.12,-0.12,70.1,144.7,25,6.47,7.79,83,3.09,4.51,68.5,0.44,1.03,42.9,0.05,0.13,0.12,-0.08,0.69,0.83,0.49,0.1,1.08,15.4,14.9,0.44,0.1,0.05,0,1.13,0.15,0,0,0,0,10.8,0.05,0.59,2.06,1.13,0,0.54,0.1,0.25,0.05,0.34,0.2,0,0,0.1,0.05,0,0.49,0.25,0.05,0.2,0.25,0.25,0.83,29.4,0.59,0.83,0.05,0.78,0.39,0.88,0,0.05,0.1,2.06,11.1,15.3,3.43,27.9,2.84,1.23,43.1,1.62,56.9,19,141.6,69.5,2.94,1.52,0.98,4.46,1.57,20.1,7.35
"48","Allan","BRA",30,"MF",1991,"Everton","eng Premier League",28,25,2183,24.3,0.29,0.04,0.05,0.08,0,0.08,0.04,0,0.29,42.9,0.12,0,0,24.5,0,0,0.01,0.01,0.03,-0.01,-0.01,79.2,529.5,172.5,14.7,16.7,87.9,13.9,16.5,83.8,2.35,4.2,55.9,0.08,0.03,0.04,0.05,0.62,4.24,0.82,0.12,5.35,40.4,37.5,2.72,0.78,0.04,0.08,0.41,0.41,0,0,0,0,32,0.16,1.07,1.56,1.44,0,0.04,0,0.04,0.04,0.29,0.21,0,0.04,0,0.04,0,3.05,1.81,1.15,1.6,0.29,1.4,4.32,32.4,2.92,1.65,0.37,1.28,0.95,3.99,1.6,0.04,3.17,13.3,31.4,7.86,0.29,51.8,1.28,0.86,67.7,0.41,32.3,26.7,128.3,66,1.07,0.99,0.16,1.56,0.99,27.7,0.74
"49","Jim Allevinah","GAB",26,"FW",1995,"Clermont Foot","fr Ligue 1",30,13,1488,16.5,0.06,0,0.28,0.18,0.06,0.18,0.29,0.06,2.61,34.9,0.91,0.02,0.07,19.2,0.06,0,0.17,0.17,0.07,-0.11,-0.11,76.3,369.9,79.2,14.8,17.4,85.4,7.45,9.94,75,1.76,2.67,65.9,0.12,0.12,0.08,0.01,0.91,2.67,0.61,0.12,3.39,33,31.8,0.97,0.18,0.06,0.3,2.06,0.24,0.55,0.3,0.06,0,25.2,0.3,1.09,3.21,1.94,0.24,0.55,0.36,0.06,0.06,0.18,0.12,0,0,0.06,0,0,1.09,0.79,0.48,0.48,0.12,0.3,1.09,27.8,0.79,0.67,0,0.67,0.36,1.45,0.24,0,0.48,6.36,20.5,19.3,3.88,45.3,4.12,1.94,47.1,2.18,52.9,34.2,279,131.9,4.67,2.91,1.03,2.55,2.42,36.1,7.15
"50","Dele Alli","ENG",25,"MF",1996,"Tottenham","eng Premier League",10,8,657,7.3,0.14,0,0.15,0.14,0,0,0.26,0.14,0.41,66.7,0.27,0,0,21.4,0,0.14,0.22,0.11,0.26,-0.08,-0.11,77.6,322.3,77.1,14.4,17,84.7,6.16,7.26,84.9,1.37,2.74,50,0,0.04,0.05,-0.04,0.27,1.92,0.55,0.14,2.47,31.2,28.8,2.33,0.55,0.14,0.14,0.68,0.55,0,0,0,0,24.2,0.14,0.82,0.96,0.55,0,0,0,0.41,0,0.14,0,0,0,0,0.14,0,1.92,1.1,1.37,0.41,0.14,0.68,2.33,29.4,1.64,3.01,0.68,2.33,0.82,2.74,2.19,0,3.29,10.1,25.8,11.2,1.92,46.3,3.7,1.64,44.4,2.05,55.6,25.2,126.4,49,1.1,1.1,0,1.78,2.6,27.8,3.01
"51","Miguel Almirón","PAR",27,"MF",1994,"Newcastle Utd","eng Premier League",30,19,1716,19.1,0.1,0,0.14,0.05,0.05,0.05,0.14,0.05,1.68,21.9,0.37,0.03,0.14,19.6,0,0,0.09,0.09,0.05,-0.04,-0.04,78.7,299.5,65.7,12,13.8,86.7,6.18,7.8,79.2,1.2,1.99,60.5,0,0.05,0.03,-0.05,0.84,1.36,0.26,0,2.41,26.8,26.2,0.42,0.16,0,0.1,1.05,0.16,0,0,0,0,21,0.16,0.99,2.57,1.88,0,0.16,0.42,0.1,0,0.21,0.16,0,0.05,0,0,0,2.46,1.52,1.2,0.89,0.37,0.58,2.3,25,1.73,0.73,0.05,0.68,1.05,3.51,0.68,0,1.15,7.07,15.8,16.1,2.25,38.1,2.04,1.36,66.7,0.68,33.3,23.4,154.9,69.1,2.3,1.1,0.63,2.3,1.26,24.7,4.45
"52","Marcos Alonso","ESP",30,"DF",1990,"Chelsea","eng Premier League",28,25,2167,24.1,0.33,0,0.3,0.33,0.17,0.33,0.3,0.17,1.78,23.3,0.42,0.09,0.4,18.7,0.37,0,0.12,0.12,0.07,0.05,0.05,76.9,737.8,239.1,25.9,29.4,88,16.1,19.8,81,3.49,8.05,43.3,0.17,0.19,0.14,-0.02,1.78,2.78,1.41,0.62,3.86,61.7,49.4,12.2,1.12,0.08,0.33,6.18,8.26,2.78,1.58,0.95,0,47.4,0.12,1.62,3.86,2.74,0.66,0.12,0.25,0.08,0,0.42,0.29,0.08,0,0.04,0,0,1.7,1.2,0.83,0.5,0.37,0.71,1.49,47.2,0.79,1.2,0.21,1,1.78,3.49,2.2,0,2.99,18.7,26,30.3,2.86,74.3,1.45,0.62,42.9,0.83,57.1,36.6,179.5,90.1,2.12,1.33,0.41,1.78,1.04,43,7.97
"53","Giorgio Altare","ITA",22,"DF",1998,"Cagliari","it Serie A",19,17,1466,16.3,0.31,0,0.1,0.06,0.06,0.06,0.1,0.06,1.1,33.3,0.37,0.06,0.17,13.7,0,0,0.06,0.06,0.06,0,0,66.5,671.6,299.7,10.7,13.6,79.2,15.3,20.2,75.8,6.13,12.8,48.1,0,0.04,0.04,-0.04,0.49,3.07,0.37,0.18,4.36,49,43.7,5.09,0.74,0,0.18,1.66,4.36,0,0,0,0,32.6,0.25,0.67,1.66,0.98,0.18,0.06,0.43,0,0,0,0,0,0,0,0,0,2.39,1.72,1.1,1.1,0.18,1.29,1.6,80.8,0.31,1.04,0.31,0.74,1.84,4.23,4.29,0,5.89,26.1,28,7.91,1.53,61.3,0.61,0.49,80,0.12,20,28.3,113.6,56.7,0.8,0.92,0,0.37,0.18,29.4,0.61
"54","Yeray Álvarez","ESP",26,"DF",1995,"Athletic Club","es La Liga",22,21,1860,20.7,0.29,0,0.03,0,0,0,0.03,0,0.34,0,0,0,0,14.1,0,0,0.02,0.02,0.07,-0.02,-0.02,81.6,793.5,321.5,14,15.6,90.1,21.1,23.4,90.1,4.73,8.7,54.4,0,0,0.01,0,0.19,2.37,0.1,0,3.09,49.2,46.7,2.46,2.42,0,0.48,0.14,0.05,0,0,0,0,40.2,0.1,0.43,0.82,0.77,0.05,0,0,0,0,0.05,0.05,0,0,0,0,0,1.16,0.68,0.72,0.39,0.05,0.48,0.87,55.6,0.39,1.01,0.77,0.24,2.17,3.33,4.69,0,7.68,29.4,28.7,2.61,0.63,60,0.14,0.1,66.7,0.05,33.3,29.1,201.8,126.4,0.77,0.53,0.05,0.53,0.14,31.6,0.19
"55","Dani Alves","BRA",38,"DF",1983,"Barcelona","es La Liga",14,13,1098,12.2,0.16,0.08,0.2,0.33,0.08,0.33,0.21,0.08,0.41,40,0.16,0.2,0.5,31.4,0,0,0.02,0.02,0.06,0.06,0.06,84,1135.4,360.6,44.7,47.5,94,21.6,25.7,84.3,6.15,11.6,53.2,0.25,0.19,0.25,0.06,1.8,6.97,2.21,1.23,5.9,89.3,75.8,13,2.62,0.49,1.15,6.15,7.62,2.79,0.98,1.31,0,75,0.41,0.9,2.79,2.13,0.57,0,0,0.08,0,0.33,0.33,0,0,0,0,0,2.46,1.56,1.07,1.07,0.33,1.15,2.13,53.8,0.98,0.82,0.25,0.57,0.9,3.36,0.82,0.16,2.3,17.4,56.2,23,0.49,95.9,0.98,0.98,100,0,0,57.5,239.8,143.4,2.7,2.87,0,0.82,0.49,65.2,2.05
"56","Steven Alzate","COL",22,"MF",1998,"Brighton","eng Premier League",9,5,404,4.5,0,0,0.04,0,0,0,0.05,0,0.22,100,0.22,0,0,16.1,0,0,0.02,0.02,0.07,-0.02,-0.02,87.6,714,192.2,23.3,25.8,90.5,16,17.3,92.3,3.78,5.33,70.8,0,0.04,0.04,-0.04,0.44,4,0.22,0,4.67,51.8,51.1,0.67,0.44,0.22,0,0,0.22,0,0,0,0,45.3,0,0.89,1.33,1.33,0,0,0,0,0,0.22,0.22,0,0,0,0,0,2.22,0.89,0.89,1.11,0.22,0.89,1.56,57.1,0.67,0.44,0.22,0.22,2.22,4.44,2.22,0,3.11,17.6,36.7,11.1,0.67,64.9,1.78,1.33,75,0.44,25,32.9,144.4,73.3,0.67,1.56,0.22,1.78,0.67,39.3,1.33
"57","Ibrahim Amadou","FRA",28,"DF",1993,"Metz","fr Ligue 1",10,10,812,9,0.44,0,0.06,0.11,0.11,0.11,0.05,0.11,0.33,66.7,0.22,0.33,0.5,9.4,0,0,0.04,0.04,0.13,0.07,0.07,87.5,810,247.1,14.1,15.3,92,22.6,24.9,90.6,4.78,6.67,71.7,0,0.01,0,-0.01,0.33,1.11,0,0,2.33,48.8,47.8,1,1,0,0.56,0,0,0,0,0,0,42.7,0,0.22,1,0.89,0,0,0,0.11,0,0,0,0,0,0,0,0,1.78,0.89,1.11,0.67,0,0.89,1.67,53.3,0.78,0.44,0.22,0.22,1.56,3.33,2.89,0,4.89,27.9,28.3,1.78,0.44,57.4,0.78,0.67,85.7,0.11,14.3,37.7,193.7,101.9,0.67,0.44,0,1,0.56,40.3,0.11
"58","Daniel Amartey","GHA",26,"DF",1994,"Leicester City","eng Premier League",28,23,2123,23.6,0.17,0,0.01,0,0,0,0.01,0,0.08,50,0.04,0,0,34.1,0,0,0,0,0.01,0,0,90.5,1069.7,355.9,21.5,23.3,92.4,32.6,34.3,94.9,4.36,5.93,73.6,0,0.01,0.02,-0.01,0.17,3.01,0.04,0,2.63,65.5,64.2,1.19,0.81,0,0.08,0,0.38,0,0,0,0,59.3,0.08,0.68,0.76,0.76,0,0,0,0,0,0.04,0.04,0,0,0,0,0,1.1,0.55,0.81,0.3,0,0.81,1.23,65.5,0.42,1.27,0.93,0.34,0.89,1.99,3.94,0.17,10.4,36.9,35.3,2.2,0.25,74.2,0.3,0.25,85.7,0.04,14.3,48,213.6,118.1,0.59,0.51,0.04,0.3,0.04,54.2,0
